ExpiryDate,Moneyness,ExpiryBin,OptionType,StrikePrice,UnderlyingPrice,RealPrice,IV,TimeToExpiry,BS_Price,Error,AbsolutePctError
2025-09-02,Out-of-the-Money (OTM),Near-Term (0-30 days),Call,26800.00,24363.30,4.10,15.03,0.07,3.63,0.47,11.56
2025-09-09,Out-of-the-Money (OTM),Mid-Term (31-90 days),Put,22900.00,24363.30,21.00,14.42,0.09,23.75,-2.75,13.11
2025-09-09,Out-of-the-Money (OTM),Mid-Term (31-90 days),Put,23600.00,24363.30,62.00,12.46,0.09,69.75,-7.75,12.50
2025-09-09,Out-of-the-Money (OTM),Mid-Term (31-90 days),Put,23800.00,24363.30,95.40,12.44,0.09,106.35,-10.95,11.48
2025-09-09,At-the-Money (ATM),Mid-Term (31-90 days),Call,24000.00,24363.30,663.40,10.72,0.09,624.05,39.35,5.93
2025-09-09,At-the-Money (ATM),Mid-Term (31-90 days),Put,24100.00,24363.30,160.00,12.02,0.09,176.63,-16.63,10.39
2025-09-09,At-the-Money (ATM),Mid-Term (31-90 days),Put,24200.00,24363.30,205.00,12.51,0.09,224.08,-19.08,9.31
2025-09-09,At-the-Money (ATM),Mid-Term (31-90 days),Put,24250.00,24363.30,205.00,11.85,0.09,225.03,-20.03,9.77
2025-09-09,At-the-Money (ATM),Mid-Term (31-90 days),Call,24400.00,24363.30,370.00,9.78,0.09,339.34,30.66,8.29
2025-09-09,At-the-Money (ATM),Mid-Term (31-90 days),Put,24400.00,24363.30,225.20,10.47,0.09,248.56,-23.36,10.37
2025-09-09,At-the-Money (ATM),Mid-Term (31-90 days),Call,24500.00,24363.30,312.75,9.72,0.09,285.08,27.67,8.85
2025-09-09,At-the-Money (ATM),Mid-Term (31-90 days),Put,24500.00,24363.30,316.00,12.09,0.09,342.27,-26.27,8.31
2025-09-09,At-the-Money (ATM),Mid-Term (31-90 days),Put,24700.00,24363.30,386.30,10.92,0.09,418.13,-31.83,8.24
2025-09-09,Out-of-the-Money (OTM),Mid-Term (31-90 days),Call,25000.00,24363.30,120.20,9.83,0.09,105.99,14.21,11.82
2025-09-09,In-the-Money (ITM),Mid-Term (31-90 days),Put,25000.00,24363.30,624.95,12.76,0.09,663.32,-38.37,6.14
2025-09-09,Out-of-the-Money (OTM),Mid-Term (31-90 days),Call,25400.00,24363.30,229.95,18.70,0.09,215.50,14.45,6.28
2025-09-09,Out-of-the-Money (OTM),Mid-Term (31-90 days),Call,26050.00,24363.30,90.00,17.91,0.09,82.89,7.11,7.90
2025-08-14,Out-of-the-Money (OTM),Near-Term (0-30 days),Put,22800.00,24363.30,2.20,22.47,0.02,2.19,0.01,0.27
2025-08-14,In-the-Money (ITM),Near-Term (0-30 days),Call,22850.00,24363.30,1560.00,31.58,0.02,1560.73,-0.73,0.05
2025-08-14,Out-of-the-Money (OTM),Near-Term (0-30 days),Put,22850.00,24363.30,2.10,21.70,0.02,2.09,0.01,0.28
2025-08-14,Out-of-the-Money (OTM),Near-Term (0-30 days),Put,22900.00,24363.30,2.35,21.37,0.02,2.35,0.00,0.10
2025-08-14,Out-of-the-Money (OTM),Near-Term (0-30 days),Put,22950.00,24363.30,2.45,20.83,0.02,2.44,0.01,0.29
2025-08-14,In-the-Money (ITM),Near-Term (0-30 days),Call,23000.00,24363.30,1399.40,25.32,0.02,1400.06,-0.66,0.05
2025-08-14,Out-of-the-Money (OTM),Near-Term (0-30 days),Put,23000.00,24363.30,2.70,20.44,0.02,2.69,0.01,0.34
2025-08-14,Out-of-the-Money (OTM),Near-Term (0-30 days),Put,23050.00,24363.30,2.90,19.98,0.02,2.90,0.00,0.14
2025-08-14,Out-of-the-Money (OTM),Near-Term (0-30 days),Put,23100.00,24363.30,2.95,19.36,0.02,2.95,0.00,0.16
2025-08-14,Out-of-the-Money (OTM),Near-Term (0-30 days),Put,23150.00,24363.30,3.05,18.78,0.02,3.04,0.01,0.17
2025-08-14,In-the-Money (ITM),Near-Term (0-30 days),Call,23200.00,24363.30,1283.95,38.49,0.02,1284.51,-0.56,0.04
2025-08-14,Out-of-the-Money (OTM),Near-Term (0-30 days),Put,23200.00,24363.30,3.65,18.58,0.02,3.64,0.01,0.32
2025-08-14,Out-of-the-Money (OTM),Near-Term (0-30 days),Put,23250.00,24363.30,3.70,17.93,0.02,3.69,0.01,0.31
2025-08-14,In-the-Money (ITM),Near-Term (0-30 days),Call,23300.00,24363.30,1089.55,13.06,0.02,1090.07,-0.52,0.05
2025-08-14,Out-of-the-Money (OTM),Near-Term (0-30 days),Put,23300.00,24363.30,3.75,17.28,0.02,3.74,0.01,0.15
2025-08-14,Out-of-the-Money (OTM),Near-Term (0-30 days),Put,23350.00,24363.30,4.10,16.82,0.02,4.10,-0.00,0.00
2025-08-14,In-the-Money (ITM),Near-Term (0-30 days),Call,23400.00,24363.30,989.65,11.74,0.02,990.12,-0.47,0.05
2025-08-14,Out-of-the-Money (OTM),Near-Term (0-30 days),Put,23400.00,24363.30,4.30,16.24,0.02,4.30,-0.00,0.03
2025-08-14,In-the-Money (ITM),Near-Term (0-30 days),Call,23500.00,24363.30,897.00,16.31,0.02,897.42,-0.42,0.05
2025-08-14,In-the-Money (ITM),Near-Term (0-30 days),Call,23550.00,24363.30,840.40,11.20,0.02,840.80,-0.40,0.05
2025-08-14,Out-of-the-Money (OTM),Near-Term (0-30 days),Put,23550.00,24363.30,5.60,14.74,0.02,5.58,0.02,0.29
2025-08-14,In-the-Money (ITM),Near-Term (0-30 days),Call,23600.00,24363.30,806.85,17.57,0.02,807.20,-0.35,0.04
2025-08-14,In-the-Money (ITM),Near-Term (0-30 days),Call,23650.00,24363.30,800.10,23.89,0.02,800.42,-0.32,0.04
2025-08-14,Out-of-the-Money (OTM),Near-Term (0-30 days),Put,23650.00,24363.30,7.80,14.10,0.02,7.79,0.01,0.07
2025-08-14,In-the-Money (ITM),Near-Term (0-30 days),Call,23700.00,24363.30,703.00,14.87,0.02,703.33,-0.33,0.05
2025-08-14,Out-of-the-Money (OTM),Near-Term (0-30 days),Put,23700.00,24363.30,8.60,13.58,0.02,8.61,-0.01,0.06
2025-08-14,In-the-Money (ITM),Near-Term (0-30 days),Call,23750.00,24363.30,649.65,13.11,0.02,649.94,-0.29,0.04
2025-08-14,Out-of-the-Money (OTM),Near-Term (0-30 days),Put,23750.00,24363.30,10.45,13.31,0.02,10.44,0.01,0.05
2025-08-14,In-the-Money (ITM),Near-Term (0-30 days),Call,23800.00,24363.30,604.80,13.52,0.02,605.04,-0.24,0.04
2025-08-14,Out-of-the-Money (OTM),Near-Term (0-30 days),Put,23800.00,24363.30,11.40,12.72,0.02,11.38,0.02,0.14
2025-08-14,In-the-Money (ITM),Near-Term (0-30 days),Call,23850.00,24363.30,560.40,13.72,0.02,560.64,-0.24,0.04
2025-08-14,Out-of-the-Money (OTM),Near-Term (0-30 days),Put,23850.00,24363.30,14.80,12.64,0.02,14.81,-0.01,0.08
2025-08-14,At-the-Money (ATM),Near-Term (0-30 days),Call,23900.00,24363.30,510.10,12.71,0.02,510.32,-0.22,0.04
2025-08-14,At-the-Money (ATM),Near-Term (0-30 days),Put,23900.00,24363.30,17.25,12.22,0.02,17.26,-0.01,0.07
2025-08-14,At-the-Money (ATM),Near-Term (0-30 days),Call,23950.00,24363.30,467.95,12.97,0.02,468.11,-0.16,0.03
2025-08-14,At-the-Money (ATM),Near-Term (0-30 days),Put,23950.00,24363.30,20.60,11.86,0.02,20.58,0.02,0.09
2025-08-14,At-the-Money (ATM),Near-Term (0-30 days),Call,24000.00,24363.30,415.55,11.59,0.02,415.73,-0.18,0.04
2025-08-14,At-the-Money (ATM),Near-Term (0-30 days),Put,24000.00,24363.30,25.65,11.65,0.02,25.65,-0.00,0.00
2025-08-14,At-the-Money (ATM),Near-Term (0-30 days),Call,24050.00,24363.30,374.95,11.78,0.02,375.11,-0.16,0.04
2025-08-14,At-the-Money (ATM),Near-Term (0-30 days),Put,24050.00,24363.30,31.45,11.38,0.02,31.41,0.04,0.14
2025-08-14,At-the-Money (ATM),Near-Term (0-30 days),Call,24100.00,24363.30,331.70,11.43,0.02,331.83,-0.13,0.04
2025-08-14,At-the-Money (ATM),Near-Term (0-30 days),Put,24100.00,24363.30,38.40,11.11,0.02,38.42,-0.02,0.06
2025-08-14,At-the-Money (ATM),Near-Term (0-30 days),Call,24150.00,24363.30,293.00,11.40,0.02,293.06,-0.06,0.02
2025-08-14,At-the-Money (ATM),Near-Term (0-30 days),Put,24150.00,24363.30,47.40,10.89,0.02,47.43,-0.03,0.07
2025-08-14,At-the-Money (ATM),Near-Term (0-30 days),Call,24200.00,24363.30,251.55,10.91,0.02,251.57,-0.02,0.01
2025-08-14,At-the-Money (ATM),Near-Term (0-30 days),Put,24200.00,24363.30,59.00,10.73,0.02,58.95,0.05,0.08
2025-08-14,At-the-Money (ATM),Near-Term (0-30 days),Call,24250.00,24363.30,214.80,10.69,0.02,214.87,-0.07,0.03
2025-08-14,At-the-Money (ATM),Near-Term (0-30 days),Put,24250.00,24363.30,72.70,10.57,0.02,72.74,-0.04,0.05
2025-08-14,At-the-Money (ATM),Near-Term (0-30 days),Call,24300.00,24363.30,183.05,10.68,0.02,183.12,-0.07,0.04
2025-08-14,At-the-Money (ATM),Near-Term (0-30 days),Put,24300.00,24363.30,89.50,10.45,0.02,89.54,-0.04,0.05
2025-08-14,At-the-Money (ATM),Near-Term (0-30 days),Call,24350.00,24363.30,152.45,10.53,0.02,152.52,-0.07,0.05
2025-08-14,At-the-Money (ATM),Near-Term (0-30 days),Put,24350.00,24363.30,109.90,10.39,0.02,109.91,-0.01,0.01
2025-08-14,At-the-Money (ATM),Near-Term (0-30 days),Call,24400.00,24363.30,126.60,10.52,0.02,126.60,0.00,0.00
2025-08-14,At-the-Money (ATM),Near-Term (0-30 days),Put,24400.00,24363.30,132.85,10.30,0.02,132.91,-0.06,0.05
2025-08-14,At-the-Money (ATM),Near-Term (0-30 days),Call,24450.00,24363.30,103.30,10.48,0.02,103.32,-0.02,0.02
2025-08-14,At-the-Money (ATM),Near-Term (0-30 days),Put,24450.00,24363.30,160.30,10.32,0.02,160.36,-0.06,0.04
2025-08-14,At-the-Money (ATM),Near-Term (0-30 days),Call,24500.00,24363.30,83.20,10.45,0.02,83.17,0.03,0.04
2025-08-14,At-the-Money (ATM),Near-Term (0-30 days),Put,24500.00,24363.30,189.95,10.27,0.02,189.99,-0.04,0.02
2025-08-14,At-the-Money (ATM),Near-Term (0-30 days),Call,24550.00,24363.30,66.70,10.49,0.02,66.69,0.01,0.01
2025-08-14,At-the-Money (ATM),Near-Term (0-30 days),Call,24600.00,24363.30,53.40,10.58,0.02,53.33,0.07,0.13
2025-08-14,At-the-Money (ATM),Near-Term (0-30 days),Call,24650.00,24363.30,42.55,10.70,0.02,42.52,0.03,0.06
2025-08-14,At-the-Money (ATM),Near-Term (0-30 days),Call,24700.00,24363.30,33.10,10.75,0.02,33.07,0.03,0.09
2025-08-14,At-the-Money (ATM),Near-Term (0-30 days),Call,24750.00,24363.30,26.00,10.88,0.02,26.00,-0.00,0.00
2025-08-14,At-the-Money (ATM),Near-Term (0-30 days),Call,24800.00,24363.30,20.40,11.02,0.02,20.38,0.02,0.10
2025-08-14,At-the-Money (ATM),Near-Term (0-30 days),Call,24850.00,24363.30,15.65,11.11,0.02,15.62,0.03,0.17
2025-08-14,Out-of-the-Money (OTM),Near-Term (0-30 days),Call,24900.00,24363.30,12.70,11.38,0.02,12.70,-0.00,0.01
2025-08-14,Out-of-the-Money (OTM),Near-Term (0-30 days),Call,24950.00,24363.30,10.60,11.71,0.02,10.59,0.01,0.06
2025-08-14,Out-of-the-Money (OTM),Near-Term (0-30 days),Call,25000.00,24363.30,8.10,11.81,0.02,8.09,0.01,0.09
2025-08-14,Out-of-the-Money (OTM),Near-Term (0-30 days),Call,25050.00,24363.30,6.65,12.09,0.02,6.65,-0.00,0.03
2025-08-14,Out-of-the-Money (OTM),Near-Term (0-30 days),Call,25100.00,24363.30,5.00,12.16,0.02,4.99,0.01,0.29
2025-08-14,Out-of-the-Money (OTM),Near-Term (0-30 days),Call,25150.00,24363.30,3.90,12.33,0.02,3.90,-0.00,0.00
2025-08-14,Out-of-the-Money (OTM),Near-Term (0-30 days),Call,25200.00,24363.30,3.50,12.77,0.02,3.50,0.00,0.03
2025-08-14,Out-of-the-Money (OTM),Near-Term (0-30 days),Call,25250.00,24363.30,2.85,13.00,0.02,2.84,0.01,0.27
2025-08-14,Out-of-the-Money (OTM),Near-Term (0-30 days),Call,25300.00,24363.30,2.70,13.52,0.02,2.69,0.01,0.29
2025-08-14,Out-of-the-Money (OTM),Near-Term (0-30 days),Call,25350.00,24363.30,2.15,13.69,0.02,2.14,0.01,0.39
2025-08-14,Out-of-the-Money (OTM),Near-Term (0-30 days),Call,25400.00,24363.30,2.20,14.34,0.02,2.20,0.00,0.11
2025-08-14,Out-of-the-Money (OTM),Near-Term (0-30 days),Call,25450.00,24363.30,1.90,14.64,0.02,1.89,0.01,0.41
2025-08-14,Out-of-the-Money (OTM),Near-Term (0-30 days),Call,25500.00,24363.30,1.85,15.17,0.02,1.84,0.01,0.44
2025-08-14,Out-of-the-Money (OTM),Near-Term (0-30 days),Call,25550.00,24363.30,1.70,15.58,0.02,1.69,0.01,0.34
2025-08-14,In-the-Money (ITM),Near-Term (0-30 days),Put,25550.00,24363.30,1204.90,29.13,0.02,1205.49,-0.59,0.05
2025-08-14,Out-of-the-Money (OTM),Near-Term (0-30 days),Call,25600.00,24363.30,1.50,15.90,0.02,1.50,0.00,0.29
2025-08-14,In-the-Money (ITM),Near-Term (0-30 days),Put,25600.00,24363.30,1220.50,22.35,0.02,1221.13,-0.63,0.05
2025-08-14,Out-of-the-Money (OTM),Near-Term (0-30 days),Call,25650.00,24363.30,1.50,16.46,0.02,1.50,0.00,0.24
2025-08-14,In-the-Money (ITM),Near-Term (0-30 days),Put,25650.00,24363.30,1269.95,22.91,0.02,1270.60,-0.65,0.05
2025-08-14,Out-of-the-Money (OTM),Near-Term (0-30 days),Call,25700.00,24363.30,1.30,16.73,0.02,1.30,0.00,0.03
2025-08-14,Out-of-the-Money (OTM),Near-Term (0-30 days),Call,25750.00,24363.30,1.25,17.19,0.02,1.25,0.00,0.32
2025-08-14,Out-of-the-Money (OTM),Near-Term (0-30 days),Call,25800.00,24363.30,1.20,17.65,0.02,1.20,0.00,0.14
2025-08-14,Out-of-the-Money (OTM),Near-Term (0-30 days),Call,25850.00,24363.30,1.30,18.35,0.02,1.30,0.00,0.35
2025-08-14,In-the-Money (ITM),Near-Term (0-30 days),Put,25850.00,24363.30,1469.10,25.52,0.02,1469.84,-0.74,0.05
2025-08-14,Out-of-the-Money (OTM),Near-Term (0-30 days),Call,25900.00,24363.30,1.15,18.62,0.02,1.14,0.01,0.49
2025-08-14,Out-of-the-Money (OTM),Near-Term (0-30 days),Call,25950.00,24363.30,1.20,19.25,0.02,1.20,0.00,0.03
2025-08-14,Out-of-the-Money (OTM),Near-Term (0-30 days),Call,26000.00,24363.30,1.20,19.77,0.02,1.20,0.00,0.35
2025-08-14,Out-of-the-Money (OTM),Near-Term (0-30 days),Call,26050.00,24363.30,1.05,20.00,0.02,1.05,0.00,0.16
2025-08-14,Out-of-the-Money (OTM),Near-Term (0-30 days),Call,26100.00,24363.30,1.05,20.51,0.02,1.05,0.00,0.43
2025-08-14,Out-of-the-Money (OTM),Near-Term (0-30 days),Call,26150.00,24363.30,1.10,21.13,0.02,1.10,0.00,0.45
2025-08-14,Out-of-the-Money (OTM),Near-Term (0-30 days),Call,26200.00,24363.30,0.90,21.19,0.02,0.90,0.00,0.10
2025-08-14,Out-of-the-Money (OTM),Near-Term (0-30 days),Call,26250.00,24363.30,0.95,21.81,0.02,0.95,0.00,0.38
2025-08-14,Out-of-the-Money (OTM),Near-Term (0-30 days),Call,26300.00,24363.30,0.95,22.31,0.02,0.95,0.00,0.47
2025-08-14,Out-of-the-Money (OTM),Near-Term (0-30 days),Call,26350.00,24363.30,0.95,22.82,0.02,0.95,0.00,0.06
2025-08-14,Out-of-the-Money (OTM),Near-Term (0-30 days),Call,26400.00,24363.30,1.05,23.56,0.02,1.05,0.00,0.30
2025-08-14,Out-of-the-Money (OTM),Near-Term (0-30 days),Call,26450.00,24363.30,0.85,23.54,0.02,0.85,0.00,0.14
2025-08-14,Out-of-the-Money (OTM),Near-Term (0-30 days),Call,26500.00,24363.30,1.00,24.43,0.02,1.00,0.00,0.42
2025-08-14,In-the-Money (ITM),Near-Term (0-30 days),Put,26500.00,24363.30,2116.95,33.63,0.02,2118.04,-1.09,0.05
2025-08-14,Out-of-the-Money (OTM),Near-Term (0-30 days),Call,26550.00,24363.30,0.85,24.51,0.02,0.85,0.00,0.43
2025-08-14,Out-of-the-Money (OTM),Near-Term (0-30 days),Call,26600.00,24363.30,0.90,25.15,0.02,0.90,0.00,0.10
2025-08-14,Out-of-the-Money (OTM),Near-Term (0-30 days),Call,26650.00,24363.30,0.85,25.48,0.02,0.85,0.00,0.40
2025-08-14,Out-of-the-Money (OTM),Near-Term (0-30 days),Call,26700.00,24363.30,0.85,25.97,0.02,0.85,0.00,0.09
2025-08-14,Out-of-the-Money (OTM),Near-Term (0-30 days),Call,26750.00,24363.30,0.85,26.45,0.02,0.85,0.00,0.09
2025-08-14,Out-of-the-Money (OTM),Near-Term (0-30 days),Call,26800.00,24363.30,0.75,26.59,0.02,0.75,0.00,0.34
2025-08-14,Out-of-the-Money (OTM),Near-Term (0-30 days),Call,26850.00,24363.30,1.00,27.85,0.02,1.00,0.00,0.40
2025-08-14,Out-of-the-Money (OTM),Near-Term (0-30 days),Call,26900.00,24363.30,0.80,27.71,0.02,0.80,0.00,0.21
2025-08-14,Out-of-the-Money (OTM),Near-Term (0-30 days),Call,26950.00,24363.30,0.95,28.67,0.02,0.95,0.00,0.10
2025-08-14,Out-of-the-Money (OTM),Near-Term (0-30 days),Call,27000.00,24363.30,0.75,28.47,0.02,0.75,0.00,0.22
2025-08-14,In-the-Money (ITM),Near-Term (0-30 days),Put,27000.00,24363.30,2617.10,40.34,0.02,2618.45,-1.35,0.05
2025-08-14,Out-of-the-Money (OTM),Near-Term (0-30 days),Call,27050.00,24363.30,0.70,28.74,0.02,0.70,0.00,0.36
2025-08-14,Out-of-the-Money (OTM),Near-Term (0-30 days),Call,27100.00,24363.30,0.75,29.40,0.02,0.75,0.00,0.18
2025-08-21,Out-of-the-Money (OTM),Near-Term (0-30 days),Put,22800.00,24363.30,5.35,17.67,0.04,5.62,-0.27,5.00
2025-08-21,Out-of-the-Money (OTM),Near-Term (0-30 days),Put,22850.00,24363.30,5.65,17.33,0.04,5.93,-0.28,4.93
2025-08-21,Out-of-the-Money (OTM),Near-Term (0-30 days),Put,22900.00,24363.30,6.00,17.00,0.04,6.29,-0.29,4.82
2025-08-21,Out-of-the-Money (OTM),Near-Term (0-30 days),Put,22950.00,24363.30,7.20,17.00,0.04,7.54,-0.34,4.77
2025-08-21,In-the-Money (ITM),Near-Term (0-30 days),Call,23000.00,24363.30,1446.45,18.50,0.04,1434.08,12.37,0.86
2025-08-21,Out-of-the-Money (OTM),Near-Term (0-30 days),Put,23000.00,24363.30,6.90,16.39,0.04,7.25,-0.35,5.01
2025-08-21,Out-of-the-Money (OTM),Near-Term (0-30 days),Put,23050.00,24363.30,7.80,16.22,0.04,8.19,-0.39,5.04
2025-08-21,Out-of-the-Money (OTM),Near-Term (0-30 days),Put,23100.00,24363.30,7.65,15.66,0.04,8.04,-0.39,5.05
2025-08-21,Out-of-the-Money (OTM),Near-Term (0-30 days),Put,23150.00,24363.30,8.80,15.53,0.04,9.26,-0.46,5.20
2025-08-21,Out-of-the-Money (OTM),Near-Term (0-30 days),Put,23200.00,24363.30,9.30,15.16,0.04,9.78,-0.48,5.16
2025-08-21,Out-of-the-Money (OTM),Near-Term (0-30 days),Put,23250.00,24363.30,10.35,14.93,0.04,10.89,-0.54,5.20
2025-08-21,Out-of-the-Money (OTM),Near-Term (0-30 days),Put,23300.00,24363.30,11.00,14.57,0.04,11.59,-0.59,5.40
